C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 3436: loss 1.1145, time 573.87ms, mfu 0.03%
iter 3437: loss 1.1133, time 554.32ms, mfu 0.03%
iter 3438: loss 1.1349, time 552.94ms, mfu 0.03%
iter 3439: loss 1.1675, time 578.63ms, mfu 0.03%
iter 3440: loss 1.1401, time 559.76ms, mfu 0.03%
iter 3441: loss 1.0493, time 558.00ms, mfu 0.03%
iter 3442: loss 1.1601, time 562.90ms, mfu 0.03%
iter 3443: loss 1.1136, time 551.85ms, mfu 0.03%
iter 3444: loss 1.1559, time 558.25ms, mfu 0.03%
iter 3445: loss 1.1367, time 551.23ms, mfu 0.03%
iter 3446: loss 1.1875, time 568.79ms, mfu 0.03%
iter 3447: loss 1.1429, time 545.41ms, mfu 0.03%
iter 3448: loss 1.1724, time 557.31ms, mfu 0.03%
iter 3449: loss 1.1540, time 580.99ms, mfu 0.03%
iter 3450: loss 1.1983, time 558.26ms, mfu 0.03%
iter 3451: loss 1.1896, time 586.81ms, mfu 0.03%
iter 3452: loss 1.1147, time 554.61ms, mfu 0.03%
iter 3453: loss 1.1427, time 570.71ms, mfu 0.03%
iter 3454: loss 1.1495, time 588.54ms, mfu 0.03%
iter 3455: loss 1.1180, time 589.57ms, mfu 0.03%
iter 3456: loss 1.1359, time 570.26ms, mfu 0.03%
iter 3457: loss 1.1630, time 621.48ms, mfu 0.03%
iter 3458: loss 1.1156, time 560.06ms, mfu 0.03%
iter 3459: loss 1.1306, time 552.67ms, mfu 0.03%
iter 3460: loss 1.1189, time 564.05ms, mfu 0.03%
iter 3461: loss 1.1262, time 555.89ms, mfu 0.03%
iter 3462: loss 1.1041, time 547.53ms, mfu 0.03%
iter 3463: loss 1.1169, time 562.05ms, mfu 0.03%
iter 3464: loss 1.1294, time 561.06ms, mfu 0.03%
iter 3465: loss 1.1314, time 568.42ms, mfu 0.03%
iter 3466: loss 1.1556, time 567.67ms, mfu 0.03%
iter 3467: loss 1.1087, time 560.14ms, mfu 0.03%
iter 3468: loss 1.1187, time 561.81ms, mfu 0.03%
iter 3469: loss 1.1257, time 568.90ms, mfu 0.03%
iter 3470: loss 1.1534, time 552.93ms, mfu 0.03%
iter 3471: loss 1.1252, time 556.32ms, mfu 0.03%
iter 3472: loss 1.1293, time 555.04ms, mfu 0.03%
iter 3473: loss 1.1591, time 579.43ms, mfu 0.03%
iter 3474: loss 1.1207, time 568.80ms, mfu 0.03%
iter 3475: loss 1.1479, time 567.03ms, mfu 0.03%
iter 3476: loss 1.1511, time 570.96ms, mfu 0.03%
iter 3477: loss 1.1587, time 556.43ms, mfu 0.03%
iter 3478: loss 1.1017, time 565.37ms, mfu 0.03%
iter 3479: loss 1.1295, time 571.82ms, mfu 0.03%
iter 3480: loss 1.1268, time 562.87ms, mfu 0.03%
iter 3481: loss 1.1222, time 559.95ms, mfu 0.03%
iter 3482: loss 1.1700, time 565.31ms, mfu 0.03%
iter 3483: loss 1.1852, time 571.20ms, mfu 0.03%
iter 3484: loss 1.1258, time 561.81ms, mfu 0.03%
iter 3485: loss 1.1293, time 563.93ms, mfu 0.03%
iter 3486: loss 1.1656, time 559.05ms, mfu 0.03%
iter 3487: loss 1.1311, time 567.57ms, mfu 0.03%
iter 3488: loss 1.1754, time 569.45ms, mfu 0.03%
iter 3489: loss 1.1706, time 556.96ms, mfu 0.03%
iter 3490: loss 1.1847, time 564.17ms, mfu 0.03%
iter 3491: loss 1.1426, time 572.64ms, mfu 0.03%
iter 3492: loss 1.0891, time 551.90ms, mfu 0.03%
iter 3493: loss 1.1570, time 561.28ms, mfu 0.03%
iter 3494: loss 1.2310, time 573.04ms, mfu 0.03%
iter 3495: loss 1.1411, time 553.23ms, mfu 0.03%
iter 3496: loss 1.0328, time 568.94ms, mfu 0.03%
iter 3497: loss 1.2063, time 565.86ms, mfu 0.03%
iter 3498: loss 1.1637, time 552.98ms, mfu 0.03%
iter 3499: loss 1.1380, time 576.46ms, mfu 0.03%
step 3500: train loss 1.1381, val loss 1.5021
saving checkpoint to out-shakespeare-char
iter 3500: loss 1.1284, time 38923.25ms, mfu 0.03%
iter 3501: loss 1.1482, time 612.97ms, mfu 0.03%
iter 3502: loss 1.1066, time 630.31ms, mfu 0.03%
iter 3503: loss 1.1618, time 630.35ms, mfu 0.03%
iter 3504: loss 1.1233, time 628.47ms, mfu 0.03%
iter 3505: loss 1.1383, time 600.47ms, mfu 0.03%
iter 3506: loss 1.1687, time 615.39ms, mfu 0.03%
iter 3507: loss 1.2185, time 613.22ms, mfu 0.03%
iter 3508: loss 1.1421, time 631.89ms, mfu 0.03%
iter 3509: loss 1.1412, time 632.48ms, mfu 0.03%
iter 3510: loss 1.1517, time 646.25ms, mfu 0.03%
iter 3511: loss 1.0952, time 635.20ms, mfu 0.03%
iter 3512: loss 1.1775, time 633.08ms, mfu 0.03%
iter 3513: loss 1.1228, time 641.63ms, mfu 0.03%
iter 3514: loss 1.1157, time 621.89ms, mfu 0.03%
iter 3515: loss 1.1263, time 646.58ms, mfu 0.03%
iter 3516: loss 1.1314, time 641.97ms, mfu 0.03%
iter 3517: loss 1.0925, time 627.41ms, mfu 0.03%
iter 3518: loss 1.0982, time 619.29ms, mfu 0.03%
iter 3519: loss 1.1680, time 643.29ms, mfu 0.03%
iter 3520: loss 1.1706, time 640.66ms, mfu 0.03%
iter 3521: loss 1.1533, time 630.41ms, mfu 0.03%
iter 3522: loss 1.1390, time 620.79ms, mfu 0.03%
iter 3523: loss 1.1416, time 635.92ms, mfu 0.03%
iter 3524: loss 1.1514, time 639.76ms, mfu 0.03%
iter 3525: loss 1.1328, time 639.95ms, mfu 0.03%
iter 3526: loss 1.1653, time 635.16ms, mfu 0.03%
iter 3527: loss 1.1376, time 651.94ms, mfu 0.03%
iter 3528: loss 1.1749, time 632.36ms, mfu 0.03%
iter 3529: loss 1.0866, time 643.11ms, mfu 0.03%
iter 3530: loss 1.0792, time 618.75ms, mfu 0.03%
iter 3531: loss 1.1647, time 617.36ms, mfu 0.03%
iter 3532: loss 1.1392, time 624.43ms, mfu 0.03%
iter 3533: loss 1.1700, time 611.19ms, mfu 0.03%
iter 3534: loss 1.1317, time 617.23ms, mfu 0.03%
iter 3535: loss 1.1278, time 619.05ms, mfu 0.03%
iter 3536: loss 1.1483, time 601.76ms, mfu 0.03%
iter 3537: loss 1.1667, time 611.70ms, mfu 0.03%
iter 3538: loss 1.0975, time 559.65ms, mfu 0.03%
iter 3539: loss 1.1033, time 596.39ms, mfu 0.03%
iter 3540: loss 1.1634, time 570.22ms, mfu 0.03%
iter 3541: loss 1.1351, time 580.08ms, mfu 0.03%
iter 3542: loss 1.1368, time 560.62ms, mfu 0.03%
iter 3543: loss 1.1395, time 555.60ms, mfu 0.03%
iter 3544: loss 1.1503, time 566.86ms, mfu 0.03%
iter 3545: loss 1.1614, time 564.79ms, mfu 0.03%
iter 3546: loss 1.1583, time 550.61ms, mfu 0.03%
iter 3547: loss 1.0942, time 560.14ms, mfu 0.03%
iter 3548: loss 1.1597, time 563.53ms, mfu 0.03%
iter 3549: loss 1.1527, time 550.76ms, mfu 0.03%
iter 3550: loss 1.1370, time 553.68ms, mfu 0.03%
iter 3551: loss 1.1173, time 578.67ms, mfu 0.03%
iter 3552: loss 1.1395, time 545.88ms, mfu 0.03%
iter 3553: loss 1.1630, time 587.40ms, mfu 0.03%
iter 3554: loss 1.1295, time 555.04ms, mfu 0.03%
iter 3555: loss 1.1273, time 563.29ms, mfu 0.03%
iter 3556: loss 1.1318, time 560.43ms, mfu 0.03%
iter 3557: loss 1.1116, time 563.18ms, mfu 0.03%
iter 3558: loss 1.1841, time 550.02ms, mfu 0.03%
iter 3559: loss 1.0636, time 570.55ms, mfu 0.03%
iter 3560: loss 1.1242, time 584.80ms, mfu 0.03%
iter 3561: loss 1.1761, time 549.15ms, mfu 0.03%
iter 3562: loss 1.1060, time 575.03ms, mfu 0.03%
iter 3563: loss 1.0683, time 551.84ms, mfu 0.03%
iter 3564: loss 1.1143, time 553.52ms, mfu 0.03%
iter 3565: loss 1.1239, time 558.13ms, mfu 0.03%
iter 3566: loss 1.1592, time 570.07ms, mfu 0.03%
iter 3567: loss 1.1479, time 561.84ms, mfu 0.03%
iter 3568: loss 1.1201, time 547.74ms, mfu 0.03%
iter 3569: loss 1.1377, time 572.69ms, mfu 0.03%
iter 3570: loss 1.1265, time 550.65ms, mfu 0.03%
iter 3571: loss 1.1431, time 560.52ms, mfu 0.03%
iter 3572: loss 1.1162, time 545.45ms, mfu 0.03%
iter 3573: loss 1.1389, time 571.34ms, mfu 0.03%
iter 3574: loss 1.1468, time 568.52ms, mfu 0.03%
iter 3575: loss 1.1289, time 574.55ms, mfu 0.03%
iter 3576: loss 1.1310, time 571.32ms, mfu 0.03%
iter 3577: loss 1.1330, time 577.71ms, mfu 0.03%
iter 3578: loss 1.1991, time 584.70ms, mfu 0.03%
iter 3579: loss 1.1347, time 564.81ms, mfu 0.03%
iter 3580: loss 1.1127, time 557.78ms, mfu 0.03%
iter 3581: loss 1.1258, time 571.94ms, mfu 0.03%
iter 3582: loss 1.1246, time 565.54ms, mfu 0.03%
iter 3583: loss 1.0705, time 570.29ms, mfu 0.03%
iter 3584: loss 1.1592, time 562.23ms, mfu 0.03%
iter 3585: loss 1.1543, time 553.55ms, mfu 0.03%
iter 3586: loss 1.1489, time 552.59ms, mfu 0.03%
iter 3587: loss 1.1464, time 564.53ms, mfu 0.03%
iter 3588: loss 1.0935, time 555.15ms, mfu 0.03%
iter 3589: loss 1.1518, time 557.47ms, mfu 0.03%
iter 3590: loss 1.1189, time 577.68ms, mfu 0.03%
iter 3591: loss 1.1264, time 540.07ms, mfu 0.03%
iter 3592: loss 1.1491, time 570.52ms, mfu 0.03%
iter 3593: loss 1.1587, time 565.56ms, mfu 0.03%
iter 3594: loss 1.0921, time 553.76ms, mfu 0.03%
iter 3595: loss 1.1781, time 550.72ms, mfu 0.03%
iter 3596: loss 1.0902, time 572.36ms, mfu 0.03%
iter 3597: loss 1.1308, time 552.30ms, mfu 0.03%
iter 3598: loss 1.0984, time 557.24ms, mfu 0.03%
iter 3599: loss 1.1291, time 549.76ms, mfu 0.03%
iter 3600: loss 1.1393, time 565.84ms, mfu 0.03%
iter 3601: loss 1.1318, time 550.06ms, mfu 0.03%
iter 3602: loss 1.1896, time 553.20ms, mfu 0.03%
iter 3603: loss 1.1113, time 566.38ms, mfu 0.03%
iter 3604: loss 1.1574, time 537.08ms, mfu 0.03%
iter 3605: loss 1.1553, time 571.17ms, mfu 0.03%
iter 3606: loss 1.2157, time 572.69ms, mfu 0.03%
iter 3607: loss 1.1385, time 545.48ms, mfu 0.03%
iter 3608: loss 1.1146, time 557.36ms, mfu 0.03%
iter 3609: loss 1.1498, time 555.27ms, mfu 0.03%
iter 3610: loss 1.1460, time 566.26ms, mfu 0.03%
iter 3611: loss 1.1329, time 566.68ms, mfu 0.03%
iter 3612: loss 1.0779, time 562.32ms, mfu 0.03%
iter 3613: loss 1.1789, time 549.04ms, mfu 0.03%
iter 3614: loss 1.0695, time 557.61ms, mfu 0.03%
iter 3615: loss 1.1814, time 569.31ms, mfu 0.03%
iter 3616: loss 1.1265, time 548.95ms, mfu 0.03%
iter 3617: loss 1.1184, time 560.20ms, mfu 0.03%
iter 3618: loss 1.1350, time 568.07ms, mfu 0.03%
iter 3619: loss 1.1596, time 552.58ms, mfu 0.03%
iter 3620: loss 1.1110, time 571.62ms, mfu 0.03%
iter 3621: loss 1.1152, time 557.21ms, mfu 0.03%
iter 3622: loss 1.1406, time 553.19ms, mfu 0.03%
iter 3623: loss 1.1651, time 557.70ms, mfu 0.03%
iter 3624: loss 1.0766, time 563.35ms, mfu 0.03%
iter 3625: loss 1.2386, time 561.90ms, mfu 0.03%
iter 3626: loss 1.0925, time 560.03ms, mfu 0.03%
iter 3627: loss 1.1782, time 569.44ms, mfu 0.03%
iter 3628: loss 1.1432, time 554.03ms, mfu 0.03%
iter 3629: loss 1.1432, time 566.19ms, mfu 0.03%
iter 3630: loss 1.1498, time 571.44ms, mfu 0.03%
iter 3631: loss 1.1135, time 560.43ms, mfu 0.03%
iter 3632: loss 1.1551, time 557.95ms, mfu 0.03%
iter 3633: loss 1.1756, time 554.09ms, mfu 0.03%
iter 3634: loss 1.0788, time 557.48ms, mfu 0.03%
iter 3635: loss 1.1642, time 549.38ms, mfu 0.03%
iter 3636: loss 1.1408, time 554.82ms, mfu 0.03%
iter 3637: loss 1.1238, time 572.00ms, mfu 0.03%
iter 3638: loss 1.1410, time 536.99ms, mfu 0.03%
iter 3639: loss 1.1010, time 569.57ms, mfu 0.03%
iter 3640: loss 1.1112, time 571.68ms, mfu 0.03%
iter 3641: loss 1.1206, time 555.00ms, mfu 0.03%
iter 3642: loss 1.0558, time 574.10ms, mfu 0.03%
iter 3643: loss 1.1462, time 575.36ms, mfu 0.03%
iter 3644: loss 1.1082, time 553.73ms, mfu 0.03%
iter 3645: loss 1.1340, time 570.39ms, mfu 0.03%
iter 3646: loss 1.1352, time 582.31ms, mfu 0.03%
iter 3647: loss 1.1369, time 557.60ms, mfu 0.03%
iter 3648: loss 1.1415, time 569.46ms, mfu 0.03%
iter 3649: loss 1.1099, time 568.73ms, mfu 0.03%
iter 3650: loss 1.1295, time 567.21ms, mfu 0.03%
iter 3651: loss 1.1135, time 565.91ms, mfu 0.03%
iter 3652: loss 1.1318, time 563.08ms, mfu 0.03%
iter 3653: loss 1.1656, time 550.63ms, mfu 0.03%
iter 3654: loss 1.1433, time 552.31ms, mfu 0.03%
iter 3655: loss 1.0689, time 554.94ms, mfu 0.03%
iter 3656: loss 1.1336, time 568.01ms, mfu 0.03%
iter 3657: loss 1.1044, time 568.58ms, mfu 0.03%
iter 3658: loss 1.1362, time 559.60ms, mfu 0.03%
iter 3659: loss 1.0997, time 562.28ms, mfu 0.03%
iter 3660: loss 1.1178, time 584.86ms, mfu 0.03%
iter 3661: loss 1.1596, time 568.81ms, mfu 0.03%
iter 3662: loss 1.0782, time 552.68ms, mfu 0.03%
iter 3663: loss 1.0900, time 568.84ms, mfu 0.03%
iter 3664: loss 1.1869, time 569.22ms, mfu 0.03%
iter 3665: loss 1.1510, time 552.63ms, mfu 0.03%
iter 3666: loss 1.1097, time 570.81ms, mfu 0.03%
iter 3667: loss 1.1504, time 546.60ms, mfu 0.03%
iter 3668: loss 1.1287, time 564.67ms, mfu 0.03%
iter 3669: loss 1.1404, time 547.89ms, mfu 0.03%
iter 3670: loss 1.1161, time 554.77ms, mfu 0.03%
iter 3671: loss 1.1426, time 563.47ms, mfu 0.03%
iter 3672: loss 1.1855, time 558.55ms, mfu 0.03%
iter 3673: loss 1.1926, time 555.73ms, mfu 0.03%
iter 3674: loss 1.1592, time 564.34ms, mfu 0.03%
iter 3675: loss 1.1086, time 555.28ms, mfu 0.03%
iter 3676: loss 1.1123, time 562.97ms, mfu 0.03%
iter 3677: loss 1.1203, time 553.83ms, mfu 0.03%
iter 3678: loss 1.1468, time 539.31ms, mfu 0.03%
iter 3679: loss 1.1303, time 571.10ms, mfu 0.03%
iter 3680: loss 1.1148, time 554.23ms, mfu 0.03%
iter 3681: loss 1.1675, time 568.17ms, mfu 0.03%
iter 3682: loss 1.1241, time 542.15ms, mfu 0.03%
iter 3683: loss 1.1278, time 568.39ms, mfu 0.03%
iter 3684: loss 1.1455, time 564.67ms, mfu 0.03%
iter 3685: loss 1.0587, time 545.04ms, mfu 0.03%
iter 3686: loss 1.0963, time 565.08ms, mfu 0.03%
iter 3687: loss 1.1095, time 570.72ms, mfu 0.03%
iter 3688: loss 1.1827, time 544.86ms, mfu 0.03%
iter 3689: loss 1.1495, time 554.57ms, mfu 0.03%
iter 3690: loss 1.1101, time 565.26ms, mfu 0.03%
iter 3691: loss 1.1448, time 551.28ms, mfu 0.03%
iter 3692: loss 1.1367, time 565.07ms, mfu 0.03%
iter 3693: loss 1.1851, time 571.57ms, mfu 0.03%
iter 3694: loss 1.0681, time 549.87ms, mfu 0.03%
iter 3695: loss 1.1417, time 565.23ms, mfu 0.03%
iter 3696: loss 1.1293, time 562.42ms, mfu 0.03%
iter 3697: loss 1.0662, time 540.98ms, mfu 0.03%
iter 3698: loss 1.0889, time 567.03ms, mfu 0.03%
iter 3699: loss 1.1351, time 563.69ms, mfu 0.03%
iter 3700: loss 1.1499, time 545.23ms, mfu 0.03%
iter 3701: loss 1.1682, time 559.60ms, mfu 0.03%
iter 3702: loss 1.1342, time 569.14ms, mfu 0.03%
iter 3703: loss 1.1355, time 546.23ms, mfu 0.03%
iter 3704: loss 1.0526, time 561.86ms, mfu 0.03%
iter 3705: loss 1.0799, time 552.69ms, mfu 0.03%
iter 3706: loss 1.0585, time 549.48ms, mfu 0.03%
iter 3707: loss 1.0861, time 553.54ms, mfu 0.03%
iter 3708: loss 1.1258, time 572.64ms, mfu 0.03%
iter 3709: loss 1.0529, time 563.23ms, mfu 0.03%
iter 3710: loss 1.1925, time 557.96ms, mfu 0.03%
iter 3711: loss 1.1736, time 561.46ms, mfu 0.03%
iter 3712: loss 1.1114, time 547.99ms, mfu 0.03%
iter 3713: loss 1.0783, time 561.72ms, mfu 0.03%
iter 3714: loss 1.1261, time 563.71ms, mfu 0.03%
iter 3715: loss 1.1522, time 569.57ms, mfu 0.03%
iter 3716: loss 1.0356, time 552.61ms, mfu 0.03%
iter 3717: loss 1.1448, time 561.42ms, mfu 0.03%
iter 3718: loss 1.1316, time 561.67ms, mfu 0.03%
iter 3719: loss 1.1134, time 553.12ms, mfu 0.03%
iter 3720: loss 1.0984, time 552.47ms, mfu 0.03%
iter 3721: loss 1.1840, time 575.22ms, mfu 0.03%
iter 3722: loss 1.1474, time 565.62ms, mfu 0.03%
iter 3723: loss 1.1078, time 590.09ms, mfu 0.03%
iter 3724: loss 1.1198, time 585.02ms, mfu 0.03%
iter 3725: loss 1.1387, time 595.88ms, mfu 0.03%
iter 3726: loss 1.0975, time 608.18ms, mfu 0.03%
iter 3727: loss 1.1183, time 612.57ms, mfu 0.03%
iter 3728: loss 1.1723, time 566.59ms, mfu 0.03%
iter 3729: loss 1.1649, time 522.41ms, mfu 0.03%
iter 3730: loss 1.1305, time 553.18ms, mfu 0.03%
iter 3731: loss 1.0671, time 540.65ms, mfu 0.03%
iter 3732: loss 1.1778, time 528.67ms, mfu 0.03%
iter 3733: loss 1.0886, time 549.66ms, mfu 0.03%
iter 3734: loss 1.0938, time 559.41ms, mfu 0.03%
iter 3735: loss 1.1420, time 549.65ms, mfu 0.03%
iter 3736: loss 1.1682, time 533.52ms, mfu 0.03%
iter 3737: loss 1.1332, time 627.83ms, mfu 0.03%
iter 3738: loss 1.1151, time 641.75ms, mfu 0.03%
iter 3739: loss 1.1171, time 632.75ms, mfu 0.03%
iter 3740: loss 1.1892, time 571.01ms, mfu 0.03%
iter 3741: loss 1.1190, time 506.60ms, mfu 0.03%
iter 3742: loss 1.1141, time 506.40ms, mfu 0.03%
iter 3743: loss 1.0941, time 521.65ms, mfu 0.03%
iter 3744: loss 1.1561, time 515.12ms, mfu 0.03%
iter 3745: loss 1.0842, time 509.62ms, mfu 0.03%
iter 3746: loss 1.0926, time 493.13ms, mfu 0.03%
iter 3747: loss 1.1032, time 507.60ms, mfu 0.03%
iter 3748: loss 1.1722, time 506.50ms, mfu 0.03%
iter 3749: loss 1.1341, time 501.18ms, mfu 0.03%
step 3750: train loss 1.1233, val loss 1.5123
iter 3750: loss 1.1689, time 34247.36ms, mfu 0.03%
iter 3751: loss 1.0955, time 508.21ms, mfu 0.03%
iter 3752: loss 1.1532, time 506.58ms, mfu 0.03%
iter 3753: loss 1.1534, time 523.01ms, mfu 0.03%
iter 3754: loss 1.0820, time 506.34ms, mfu 0.03%
iter 3755: loss 1.1442, time 504.54ms, mfu 0.03%
iter 3756: loss 1.0663, time 508.03ms, mfu 0.03%
iter 3757: loss 1.1623, time 503.39ms, mfu 0.03%
iter 3758: loss 1.1472, time 492.46ms, mfu 0.03%
iter 3759: loss 1.1191, time 512.75ms, mfu 0.03%
iter 3760: loss 1.1240, time 500.01ms, mfu 0.03%
iter 3761: loss 1.1492, time 486.07ms, mfu 0.03%
iter 3762: loss 1.1322, time 505.12ms, mfu 0.03%
iter 3763: loss 1.1170, time 501.65ms, mfu 0.03%
iter 3764: loss 1.0923, time 496.00ms, mfu 0.03%
iter 3765: loss 1.1522, time 492.18ms, mfu 0.03%
iter 3766: loss 1.1777, time 521.23ms, mfu 0.03%
iter 3767: loss 1.1038, time 497.70ms, mfu 0.03%
iter 3768: loss 1.1267, time 506.11ms, mfu 0.03%
iter 3769: loss 1.1823, time 499.38ms, mfu 0.03%
iter 3770: loss 1.0626, time 508.81ms, mfu 0.03%
iter 3771: loss 1.1333, time 499.85ms, mfu 0.03%
iter 3772: loss 1.1595, time 513.33ms, mfu 0.03%
iter 3773: loss 1.1182, time 522.05ms, mfu 0.03%
iter 3774: loss 1.1760, time 497.52ms, mfu 0.03%
iter 3775: loss 1.0969, time 512.73ms, mfu 0.03%
iter 3776: loss 1.1610, time 506.33ms, mfu 0.03%
iter 3777: loss 1.1201, time 503.01ms, mfu 0.03%
iter 3778: loss 1.1792, time 500.28ms, mfu 0.03%
iter 3779: loss 1.1896, time 504.73ms, mfu 0.03%
iter 3780: loss 1.0762, time 506.13ms, mfu 0.03%
iter 3781: loss 1.0823, time 522.39ms, mfu 0.03%
iter 3782: loss 1.1096, time 507.04ms, mfu 0.03%
iter 3783: loss 1.1046, time 507.28ms, mfu 0.03%
iter 3784: loss 1.1234, time 493.11ms, mfu 0.03%
iter 3785: loss 1.1362, time 497.12ms, mfu 0.03%
iter 3786: loss 1.1955, time 503.86ms, mfu 0.03%
iter 3787: loss 1.1162, time 505.97ms, mfu 0.03%
iter 3788: loss 1.1175, time 502.07ms, mfu 0.03%
iter 3789: loss 1.1346, time 518.05ms, mfu 0.03%
iter 3790: loss 1.1068, time 505.32ms, mfu 0.03%
iter 3791: loss 1.0881, time 512.41ms, mfu 0.03%
iter 3792: loss 1.0958, time 527.62ms, mfu 0.03%
iter 3793: loss 1.1266, time 502.70ms, mfu 0.03%
iter 3794: loss 1.1305, time 528.69ms, mfu 0.03%
iter 3795: loss 1.0744, time 511.76ms, mfu 0.03%
iter 3796: loss 1.1324, time 499.62ms, mfu 0.03%
iter 3797: loss 1.1218, time 506.90ms, mfu 0.03%
iter 3798: loss 1.1909, time 506.90ms, mfu 0.03%
iter 3799: loss 1.1125, time 506.05ms, mfu 0.03%
iter 3800: loss 1.1089, time 519.79ms, mfu 0.03%
iter 3801: loss 1.0970, time 515.04ms, mfu 0.03%
iter 3802: loss 1.1232, time 509.85ms, mfu 0.03%
iter 3803: loss 1.0917, time 507.60ms, mfu 0.03%
iter 3804: loss 1.1741, time 501.52ms, mfu 0.03%
iter 3805: loss 1.1474, time 502.27ms, mfu 0.03%
iter 3806: loss 1.1020, time 504.08ms, mfu 0.03%
iter 3807: loss 1.1887, time 502.81ms, mfu 0.03%
iter 3808: loss 1.0855, time 512.66ms, mfu 0.03%
iter 3809: loss 1.1430, time 499.86ms, mfu 0.03%
iter 3810: loss 1.0925, time 504.97ms, mfu 0.03%
iter 3811: loss 1.1118, time 517.33ms, mfu 0.03%
iter 3812: loss 1.1242, time 501.74ms, mfu 0.03%
iter 3813: loss 1.1024, time 504.75ms, mfu 0.03%
iter 3814: loss 1.1576, time 500.49ms, mfu 0.03%
iter 3815: loss 1.1107, time 505.07ms, mfu 0.03%
iter 3816: loss 1.1112, time 512.15ms, mfu 0.03%
iter 3817: loss 1.1158, time 519.40ms, mfu 0.03%
iter 3818: loss 1.1151, time 501.46ms, mfu 0.03%
iter 3819: loss 1.1534, time 501.94ms, mfu 0.03%
iter 3820: loss 1.1292, time 499.61ms, mfu 0.03%
iter 3821: loss 1.0546, time 501.57ms, mfu 0.03%
iter 3822: loss 1.1519, time 506.53ms, mfu 0.03%
iter 3823: loss 1.0801, time 490.58ms, mfu 0.03%
iter 3824: loss 1.0952, time 495.74ms, mfu 0.03%
iter 3825: loss 1.1318, time 503.40ms, mfu 0.03%
iter 3826: loss 1.1677, time 505.57ms, mfu 0.03%
iter 3827: loss 1.1541, time 509.38ms, mfu 0.03%
iter 3828: loss 1.0845, time 514.39ms, mfu 0.03%
iter 3829: loss 1.1270, time 491.77ms, mfu 0.03%
iter 3830: loss 1.0762, time 509.30ms, mfu 0.03%
iter 3831: loss 1.0886, time 512.79ms, mfu 0.03%
iter 3832: loss 1.1056, time 510.00ms, mfu 0.03%
iter 3833: loss 1.1355, time 514.87ms, mfu 0.03%
iter 3834: loss 1.1030, time 495.70ms, mfu 0.03%
iter 3835: loss 1.1400, time 505.92ms, mfu 0.03%
iter 3836: loss 1.1314, time 504.98ms, mfu 0.03%
iter 3837: loss 1.1420, time 505.75ms, mfu 0.03%
iter 3838: loss 1.1472, time 509.21ms, mfu 0.03%
iter 3839: loss 1.1275, time 500.74ms, mfu 0.03%
iter 3840: loss 1.1230, time 507.36ms, mfu 0.03%
iter 3841: loss 1.1446, time 503.81ms, mfu 0.03%
iter 3842: loss 1.1054, time 497.29ms, mfu 0.03%
iter 3843: loss 1.1131, time 504.62ms, mfu 0.03%
iter 3844: loss 1.1201, time 488.60ms, mfu 0.03%
iter 3845: loss 1.1917, time 514.19ms, mfu 0.03%
iter 3846: loss 1.0872, time 490.00ms, mfu 0.03%
iter 3847: loss 1.1600, time 506.25ms, mfu 0.03%
iter 3848: loss 1.1449, time 499.78ms, mfu 0.03%
iter 3849: loss 1.1630, time 490.63ms, mfu 0.03%
iter 3850: loss 1.0859, time 492.35ms, mfu 0.03%
iter 3851: loss 1.1383, time 488.84ms, mfu 0.04%
